Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;MPN;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email when the quantity is under this level;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories  (x,y,z...)
345;1;Умывальник CALANDO;Умывальник;371276;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Умывальник CALANDO;Умывальник CALANDO;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-27fb85a4-4655-4a3f-91f0-bfc4b6242b9a.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
346;1;Унитаз Aria;Унитазы;633354;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Унитаз Aria;Унитаз Aria;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-94a6acdf-7381-44de-bb45-2a6d147b7118.png;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
347;1;Умывальник TOCATTA;Умывальник;371276;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Умывальник TOCATTA;Умывальник TOCATTA;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-b72a5e77-9331-4a39-9eca-854c756c65f0.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
348;1;Унитаз Classico;Унитазы;633354;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Унитаз Classico;Унитаз Classico;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-e99a8b54-5576-46e7-a2b3-22ef38b6b622.png;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
349;1;Унитаз Diletto;Унитазы;829912;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Унитаз Diletto;Унитаз Diletto;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-3acbb3e1-a4ce-4ca5-be0e-f63af96f977e.png;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
350;1;Унитаз Etude;Унитазы;1201188;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Унитаз Etude;Унитаз Etude;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-11d8e80c-d610-483d-bf0b-40336206aa71.png;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
351;1; Краска Акриловая для внутренних работ 7 кг;Краски;109199;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Краска Акриловая для внутренних работ 7 кг; Краска Акриловая для внутренних работ 7 кг;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-1bdcc417-0403-4a31-9bd5-60b24d3a5c06.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
352;1;Набор бытовых инструментов 81 шт TOTAL-TOOLS;Электроинструмент;873591;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Набор бытовых инструментов 81 шт TOTAL-TOOLS;Набор бытовых инструментов 81 шт TOTAL-TOOLS;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-75f93d9b-75ac-49a5-8a51-7db9128f4c85.png;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
353;1;Унитаз Elegante;Унитазы;1266707;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Унитаз Elegante;Унитаз Elegante;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-a1d90cf0-fe5f-473d-9a82-a2af7aa29050.png;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
354;1;Писсуар Solo ;Унитазы;491395;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Писсуар Solo ;Писсуар Solo ;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-4a170209-117d-4ecb-82f7-808c5a5049d7.png;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
355;1;Чашаген Марзо ;Унитазы;349436;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Чашаген Марзо ;Чашаген Марзо ;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-4fcbb1d2-794b-4c72-b513-601cc188ea0d.png;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
356;1;Чашаген Рондо;Унитазы;382196;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Чашаген Рондо;Чашаген Рондо;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-7bd325a8-bfc2-4821-a5da-372087373678.png;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
357;1; Порта-22 Bianco Veralinga Magic Fog;Порта-X;900000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-22 Bianco Veralinga Magic Fog; Порта-22 Bianco Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-ea2b18ac-b4f9-43dd-b80a-e21ed586598e.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
358;1; Порта-22 Bianco Veralinga Black Star;Порта-X;900000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-22 Bianco Veralinga Black Star; Порта-22 Bianco Veralinga Black Star;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-b2649d5f-ca12-44f8-9b75-63ed90ee47e5.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
359;1; Порта-25 alu Bianco Veralinga Magic Fog;Порта-X;1070000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-25 alu Bianco Veralinga Magic Fog; Порта-25 alu Bianco Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-06684b00-af6d-4508-8bd8-43592952acff.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
360;1; Порта-27 Bianco Veralinga Magic Fog;Порта-X;1070000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-27 Bianco Veralinga Magic Fog; Порта-27 Bianco Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-d70a9af3-e391-4bb3-8095-853471523dad.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
361;1; Порта-29 Bianco Veralinga Magic Fog;Порта-X;1070000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-29 Bianco Veralinga Magic Fog; Порта-29 Bianco Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-d8c2c15c-3347-44c0-9c1d-8a2a2f5877c3.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
362;1; Порта-29 Bianco Veralinga Black Star;Порта-X;1120000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-29 Bianco Veralinga Black Star; Порта-29 Bianco Veralinga Black Star;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-16f97257-102d-40db-a64f-85e9241e9827.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
363;1; Порта-21 Grey Veralinga;Порта-X;900000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-21 Grey Veralinga; Порта-21 Grey Veralinga;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-ecb0292e-b128-4d92-972d-ed3697fbdeee.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
364;1; Порта-22 Grey Veralinga Magic Fog;Порта-X;900000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-22 Grey Veralinga Magic Fog; Порта-22 Grey Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-56dacd78-965c-45fd-9081-14bb35eed882.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
365;1; Порта-23 Grey Veralinga Magic Fog;Порта-X;900000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-23 Grey Veralinga Magic Fog; Порта-23 Grey Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-799ba9c3-bfe6-40d9-8c52-837a1048aa7c.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
366;1; Порта-25 alu Grey Veralinga Magic Fog;Порта-X;1070000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-25 alu Grey Veralinga Magic Fog; Порта-25 alu Grey Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-1cbd94a6-750c-49aa-af7e-75089aad4ae4.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
367;1; Порта-26 Grey Veralinga;Порта-X;1100000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-26 Grey Veralinga; Порта-26 Grey Veralinga;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-f1275b9f-6a91-4ee0-8c43-b71b470f3cf7.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
368;1; Порта-27 Grey Veralinga Magic Fog;Порта-X;1070000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-27 Grey Veralinga Magic Fog; Порта-27 Grey Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-15062cc1-b6d9-4c01-9d7c-e6e56da54881.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
369;1; Порта-28 Grey Veralinga Magic Fog;Порта-X;900000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-28 Grey Veralinga Magic Fog; Порта-28 Grey Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-c99f40eb-97c7-465b-aa1a-631b7bf18382.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
370;1; Порта-29 Grey Veralinga Magic Fog;Порта-X;1070000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-29 Grey Veralinga Magic Fog; Порта-29 Grey Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-380f81db-488d-4c04-9c2c-96cab182656d.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
371;1; Порта-22 Cappuccino Veralinga Magic Fog;Порта-X;900000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-22 Cappuccino Veralinga Magic Fog; Порта-22 Cappuccino Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-adb0781a-b989-4ced-beb0-30fad261eb48.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
372;1; Порта-23 Cappuccino Veralinga Magic Fog;Порта-X;970000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-23 Cappuccino Veralinga Magic Fog; Порта-23 Cappuccino Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-55f2b559-d59a-458f-8cd9-c83837002135.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
373;1; Порта-25 alu Cappuccino Veralinga Magic Fog;Порта-X;1070000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-25 alu Cappuccino Veralinga Magic Fog; Порта-25 alu Cappuccino Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-4517b2e4-37f5-4d7a-a6e2-61c5ae2dfde0.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
374;1; Порта-26 Cappuccino Veralinga;Порта-X;1100000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-26 Cappuccino Veralinga; Порта-26 Cappuccino Veralinga;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-94d72a76-9f45-4f5f-906d-23f7e0810576.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
375;1; Порта-27 Cappuccino Veralinga Magic Fog;Порта-X;1070000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-27 Cappuccino Veralinga Magic Fog; Порта-27 Cappuccino Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-8ddc969f-f0d0-4f1e-8838-d854335932c1.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
376;1; Порта-28 Cappuccino Veralinga Magic Fog;Порта-X;900000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-28 Cappuccino Veralinga Magic Fog; Порта-28 Cappuccino Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-d6dbfd11-84fe-4dc4-82fe-8ee77df7b6c2.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
377;1; Порта-29 Cappuccino Veralinga Black Star;Порта-X;1120000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-29 Cappuccino Veralinga Black Star; Порта-29 Cappuccino Veralinga Black Star;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-5bd96104-462d-4d98-a8da-b2abef1aa81a.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
378;1; Порта-25 alu Wenge Veralinga Magic Fog;Порта-X;1070000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-25 alu Wenge Veralinga Magic Fog; Порта-25 alu Wenge Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-465244f8-132a-4249-bae5-ac52c8aef9a6.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
379;1; Порта-26 Wenge Veralinga;Порта-X;1100000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-26 Wenge Veralinga; Порта-26 Wenge Veralinga;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-7d884ed2-7ddc-4cfe-8503-fd24666976f7.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
380;1; Порта-28 Wenge Veralinga Magic Fog;Порта-X;920000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-28 Wenge Veralinga Magic Fog; Порта-28 Wenge Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-bf52443f-105f-49f7-a401-067a847cd966.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
381;1;Нож малярный Универсальный 180х45 мм;Строительно-монтажные инструменты;49140;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Нож малярный Универсальный 180х45 мм;Нож малярный Универсальный 180х45 мм;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-caf95785-b9b2-4dae-9512-4bce08db8f62.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
382;1; Порта-29 Wenge Veralinga Black Star;Порта-X;1100000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-29 Wenge Veralinga Black Star; Порта-29 Wenge Veralinga Black Star;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-1a6f9f9f-063c-4bb9-946a-c252e782f95b.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
383;1; Порта-21 Anegri Veralinga;Порта-X;900000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-21 Anegri Veralinga; Порта-21 Anegri Veralinga;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-7c59749f-57a1-47dd-b19b-8569c2c61146.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
384;1; Порта-24 Anegri Veralinga Magic Fog;Порта-X;1070000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-24 Anegri Veralinga Magic Fog; Порта-24 Anegri Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-5ce5c926-2796-405d-8794-55ea59688412.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
385;1; Порта-23 Snow Veralinga Magic Fog;Порта-X;900000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-23 Snow Veralinga Magic Fog; Порта-23 Snow Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-d77a77da-fdf7-43b6-88c2-fa2b442ad659.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
386;1; Порта-27 Snow Veralinga Magic Fog;Порта-X;1070000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Порта-27 Snow Veralinga Magic Fog; Порта-27 Snow Veralinga Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-8eb35d0d-2bc4-45d5-8506-1924f70f68fc.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
387;1; Классико-12 Chalet Provence White Crystal;Классико;1887000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-12 Chalet Provence White Crystal; Классико-12 Chalet Provence White Crystal;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-1a1f264b-a804-428b-812d-a52b05d4971f.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
388;1; Классико-13 Chalet Provence White Crystal;Классико;2114000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-13 Chalet Provence White Crystal; Классико-13 Chalet Provence White Crystal;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-7ce89665-29d7-46da-808b-dfa569d9b57e.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
389;1; Классико-12 Chalet Grande;Классико;1887000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-12 Chalet Grande; Классико-12 Chalet Grande;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-8e9a7dd0-b93d-4cea-a8a2-04c4b774c44a.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
390;1; Классико-12 Golden Reef White Crystal;Классико;1887000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-12 Golden Reef White Crystal; Классико-12 Golden Reef White Crystal;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-cee18af4-0185-4df8-ab5a-fc694519c693.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
391;1; Классико-12 Ivory White Crystal;Классико;1887000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-12 Ivory White Crystal; Классико-12 Ivory White Crystal;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-0e2fa550-cdef-4285-86e1-a0cd2414b168.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
392;1; Классико-13 Chalet Grande White Crystal;Классико;2114000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-13 Chalet Grande White Crystal; Классико-13 Chalet Grande White Crystal;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-a5f3284a-21c1-4c77-9351-3e2f1228ef6e.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
393;1; Классико-13 Golden Reef White Crystal;Классико;2114000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-13 Golden Reef White Crystal; Классико-13 Golden Reef White Crystal;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-c3173e9a-bd94-4bdb-8c70-c317c0a6eb8a.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
394;1;Нож с отламывающимся лезвием (малярный нож) X3 TOTAL-TOOLS;Столярно-слесарный инструмент;16380;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Нож с отламывающимся лезвием (малярный нож) X3 TOTAL-TOOLS;Нож с отламывающимся лезвием (малярный нож) X3 TOTAL-TOOLS;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-4fa55c82-9203-4665-a28a-dbc56e970933.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
395;1; Классико-13 Ivory White Crystal;Классико;2114000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-13 Ivory White Crystal; Классико-13 Ivory White Crystal;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-15dfddf8-0df9-49a2-8af8-59fe3164170b.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
396;1; Классико-32 Nordic Oak;Классико;1300000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-32 Nordic Oak; Классико-32 Nordic Oak;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-e3f47acf-3ad4-48c5-aa8a-252fc843140d.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
397;1; Классико-33 Nordic Oak White Crystal;Классико;1370000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-33 Nordic Oak White Crystal; Классико-33 Nordic Oak White Crystal;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-5ccb8859-14de-4b16-8977-d887cb8a0a5b.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
398;1; Классико-32 Cappuccino Veralinga;Классико;1300000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-32 Cappuccino Veralinga; Классико-32 Cappuccino Veralinga;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-c31a5db1-88ee-49b5-ae74-6cc11f162718.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
399;1; Классико-33 Cappuccino Veralinga White Crystal;Классико;1370000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-33 Cappuccino Veralinga White Crystal; Классико-33 Cappuccino Veralinga White Crystal;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-d1816d45-342c-4abc-bbba-b2ea02c9fbfc.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
400;1; Классико-32 Organic Oak;Классико;1300000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-32 Organic Oak; Классико-32 Organic Oak;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-9e31bcb3-0e4a-48b6-80e8-d3e145a72a80.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
401;1; Классико-33 Organic Oak White Crystal;Классико;1370000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-33 Organic Oak White Crystal; Классико-33 Organic Oak White Crystal;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-a5e89b6a-064b-4990-a8d0-84641edd94c3.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
402;1; Классико-33 Wenge Veralinga White Crystal;Классико;1370000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-33 Wenge Veralinga White Crystal; Классико-33 Wenge Veralinga White Crystal;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-5de4d5cc-f780-4473-88c8-cf2032502b70.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
403;1; Классико-32 Dark Oak;Классико;1300000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-32 Dark Oak; Классико-32 Dark Oak;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-c60d58cf-acfb-4a0c-a80d-92b30c13a64d.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
404;1;Электрическая дрель TOTAL-TOOLS 6.5мм;Электроинструмент;327597;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Электрическая дрель TOTAL-TOOLS 6.5мм;Электрическая дрель TOTAL-TOOLS 6.5мм;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-f842e9e4-8e52-47d6-911f-ad4050216091.png;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
405;1; Классико-12 Virgin;Классико;1887000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-12 Virgin; Классико-12 Virgin;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-c2e66d44-704c-403b-a9f5-ee1427558a51.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
406;1; Легно-22 White Softwood Magic Fog;Легно;1450000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Легно-22 White Softwood Magic Fog; Легно-22 White Softwood Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-36f70ea0-0290-4a60-8886-aaaea7ae13fe.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
407;1; Легно-23 White Softwood Magic Fog;Легно;1450000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Легно-23 White Softwood Magic Fog; Легно-23 White Softwood Magic Fog;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-53b9440a-f322-4bb5-834a-f0d2495c4f70.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
408;1; Классико-16 Virgin;Классико;1570000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Классико-16 Virgin; Классико-16 Virgin;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-692dfb6b-022f-4719-838b-2fb2df8d23b7.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
